"Tag"	"No."	"Gene"	"Name"	"GeneName"	"annots"
"Mprrb_Veg.Up"	23	"Mp1g09640"	""	""	"[KOG4178]: Soluble epoxide hydrolase; [I];
[PTHR43329]: EPOXIDE HYDROLASE;
[PTHR43329:SF58]: OS05G0273800 PROTEIN;
[PF00561]: alpha/beta hydrolase fold"
"Mprrb_Veg.Up"	24	"Mp1g09650"	""	""	"[KOG4178]: Soluble epoxide hydrolase; [I];
[PTHR43329:SF58]: OS05G0273800 PROTEIN;
[PTHR43329]: EPOXIDE HYDROLASE;
[PF00561]: alpha/beta hydrolase fold"
"Mprrb_Veg.Up"	25	"Mp1g09700"	""	""	"[KOG0618]: Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP); C-term missing; [T];
[PTHR48065]: OS10G0469600 PROTEIN;
[PF13855]: Leucine rich repeat;
[PF08263]: Leucine rich repeat N-terminal domain"
"Mprrb_Veg.Up"	26	"Mp1g10490"	""	""	"[PTHR31168:SF1]: OS02G0292800 PROTEIN;
[PTHR31168]: OS02G0292800 PROTEIN;
[PF04654]: Protein of unknown function, DUF599"
"Mprrb_Veg.Up"	27	"Mp1g10930"	""	""	"[K01194]: TREH, treA, treF; alpha,alpha-trehalase [EC:3.2.1.28];
[KOG0602]: Neutral trehalase; [G];
[PTHR23403:SF1]: TREHALASE;
[PTHR23403]: TREHALASE;
[PF01204]: Trehalase"
"Mprrb_Veg.Up"	28	"Mp1g10940"	""	""	""
"Mprrb_Veg.Up"	29	"Mp1g11020"	""	""	""
"Mprrb_Veg.Up"	30	"Mp1g11290"	""	""	""
"Mprrb_Veg.Up"	31	"Mp1g11770"	""	""	"[PTHR15160]: VON HIPPEL-LINDAU PROTEIN;
[PTHR15160:SF3]: BIFUNCTIONAL NUCLEASE 1;
[PF02577]: Domain of unknown function (DUF151)"
"Mprrb_Veg.Up"	32	"Mp1g12040"	""	""	""
"Mprrb_Veg.Up"	33	"Mp1g12480"	""	""	"[PTHR36043:SF1]: 2,3-BISPHOSPHOGLYCERATE-INDEPENDENT PHOSPHOGLYCERATE MUTASE;
[PTHR36043]: 2,3-BISPHOSPHOGLYCERATE-INDEPENDENT PHOSPHOGLYCERATE MUTASE"
"Mprrb_Veg.Up"	34	"Mp1g13090"	""	""	""
"Mprrb_Veg.Up"	35	"Mp1g13180"	""	""	"[K03860]: PIGQ, GPI1; phosphatidylinositol N-acetylglucosaminyltransferase subunit Q;
[KOG1183]: N-acetylglucosaminyltransferase complex, subunit PIG-Q/GPI1, required for phosphatidylinositol biosynthesis; N-term missing; [MO];
[PTHR47555]: N-ACETYLGLUCOSAMINYL TRANSFERASE COMPONENT FAMILY PROTEIN / GPI1 FAMILY PROTEIN;
[PF05024]: N-acetylglucosaminyl transferase component (Gpi1)"
"Mprrb_Veg.Up"	36	"Mp1g13910"	""	""	"[KOG4619]: Uncharacterized conserved protein; C-term missing; [S];
[PTHR21706:SF15]: TRANSMEMBRANE PROTEIN 65;
[PTHR21706]: TRANSMEMBRANE PROTEIN 65;
[PF10507]: Transmembrane protein 65"
"Mprrb_Veg.Up"	37	"Mp1g15150"	""	""	"[PTHR31081]: UREIDE PERMEASE 1-RELATED-RELATED;
[PTHR31081:SF17];
[PF07168]: Ureide permease"
"Mprrb_Veg.Up"	38	"Mp1g15250"	""	""	"[K15111]: SLC25A26; solute carrier family 25 (mitochondrial S-adenosylmethionine transporter), member 26;
[KOG0754]: Mitochondrial oxodicarboxylate carrier protein; [C];
[PTHR45667:SF8]: PROTEIN MITOFERRINLIKE 1, CHLOROPLASTIC;
[PTHR45667]: S-ADENOSYLMETHIONINE MITOCHONDRIAL CARRIER PROTEIN;
[PF00153]: Mitochondrial carrier protein"
"Mprrb_Veg.Up"	39	"Mp1g15820"	""	""	"[PF06094]: Gamma-glutamyl cyclotransferase, AIG2-like"
"Mprrb_Veg.Up"	40	"Mp1g15940"	""	""	"[KOG2742]: Predicted oxidoreductase; [R];
[PTHR42840:SF5]: NAD(P)-BINDING ROSSMANN-FOLD SUPERFAMILY PROTEIN;
[PTHR42840]: NAD(P)-BINDING ROSSMANN-FOLD SUPERFAMILY PROTEIN-RELATED;
[PF01408]: Oxidoreductase family, NAD-binding Rossmann fold;
[PF02894]: Oxidoreductase family, C-terminal alpha/beta domain"
"Mprrb_Veg.Up"	41	"Mp1g15980"	""	""	""
"Mprrb_Veg.Up"	42	"Mp1g16160"	""	""	"[KOG3783]: Uncharacterized conserved protein; N-term missing; [S];
[PTHR31859]: TETRATRICOPEPTIDE REPEAT PROTEIN 39 FAMILY MEMBER;
[PTHR31859:SF1]: TETRATRICOPEPTIDE REPEAT PROTEIN 39C;
[PF10300]: Protein of unknown function (DUF3808)"
"Mprrb_Veg.Up"	43	"Mp1g16390"	"MpMATE8"	"Mp1g16390 [MpMATE8]"	"[K03327]: TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family;
[KOG1347]: Uncharacterized membrane protein, predicted efflux pump; [R];
[PTHR11206]: MULTIDRUG RESISTANCE PROTEIN;
[PTHR11206:SF92]: PROTEIN DETOXIFICATION 48;
[PF01554]: MatE"
"Mprrb_Veg.Up"	44	"Mp1g16660"	""	""	"[PTHR21224]: UNCHARACTERIZED"
"Mprrb_Veg.Up"	45	"Mp1g17090"	""	""	"[K22013]: SGR, SGRL; magnesium dechelatase [EC:4.99.1.10];
[PTHR31750:SF21]: PROTEIN STAY-GREEN 1, CHLOROPLASTIC;
[PTHR31750]: PROTEIN STAY-GREEN 1, CHLOROPLASTIC-RELATED;
[PF12638]: Staygreen protein"
"Mprrb_Veg.Up"	46	"Mp1g17140"	""	""	""
"Mprrb_Veg.Up"	47	"Mp1g17300"	""	""	"[PTHR46626]: RETICULON-LIKE PROTEIN B17;
[PF02453]: Reticulon"
"Mprrb_Veg.Up"	48	"Mp1g17370"	"MpGT47.4"	"Mp1g17370 [MpGT47.4]"	"[KOG1021]: Acetylglucosaminyltransferase EXT1/exostosin 1; [GMW];
[PTHR11062]: EXOSTOSIN  HEPARAN SULFATE GLYCOSYLTRANSFERASE -RELATED;
[PTHR11062:SF95]: GLYCOSYLTRANSFERASE-LIKE PROTEIN;
[PF03016]: Exostosin family"
"Mprrb_Veg.Up"	49	"Mp1g17610"	""	""	"[PTHR34541:SF2]: OS01G0729900 PROTEIN;
[PTHR34541]: OS01G0729900 PROTEIN"
"Mprrb_Veg.Up"	50	"Mp1g17940"	""	""	""
"Mprrb_Veg.Up"	51	"Mp1g17960"	""	""	""
"Mprrb_Veg.Up"	52	"Mp1g18460"	""	""	"[K13448]: CML; calcium-binding protein CML;
[KOG0027]: Calmodulin and related proteins (EF-Hand superfamily); [T];
[PTHR23050:SF363]: CALCIUM-BINDING PROTEIN CML17-RELATED;
[PTHR23050]: CALCIUM BINDING PROTEIN;
[PF13499]: EF-hand domain pair"
"Mprrb_Veg.Up"	53	"Mp1g18480"	""	""	""
"Mprrb_Veg.Up"	54	"Mp1g19300"	""	""	""
"Mprrb_Veg.Up"	55	"Mp1g19380"	""	""	""
"Mprrb_Veg.Up"	56	"Mp1g19750"	""	""	"[KOG1187]: Serine/threonine protein kinase; N-term missing; [T];
[KOG0618]: Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP); C-term missing; [T];
[PTHR48055]: LEUCINE-RICH REPEAT RECEPTOR PROTEIN KINASE EMS1;
[PF08263]: Leucine rich repeat N-terminal domain;
[PF00560]: Leucine Rich Repeat;
[PF00069]: Protein kinase domain"
"Mprrb_Veg.Up"	57	"Mp1g19760"	""	""	""
"Mprrb_Veg.Up"	58	"Mp1g19860"	""	""	"[K17290]: HTATIP2; oxidoreductase [EC:1.1.1.-];
[KOG4039]: Serine/threonine kinase TIP30/CC3; [T];
[PTHR14097]: OXIDOREDUCTASE HTATIP2;
[PTHR14097:SF7]: OXIDOREDUCTASE HTATIP2;
[PF13460]: NAD(P)H-binding"
"Mprrb_Veg.Up"	59	"Mp1g20190"	""	""	""
"Mprrb_Veg.Up"	60	"Mp1g20200"	""	""	"[K18059]: SULTR4; sulfate transporter 4;
[KOG0236]: Sulfate/bicarbonate/oxalate exchanger SAT-1 and related transporters (SLC26 family); [P];
[PTHR11814]: SULFATE TRANSPORTER;
[PTHR11814:SF218]: SULFATE TRANSPORTER 4.1, CHLOROPLASTIC-LIKE;
[PF00916]: Sulfate permease family;
[PF01740]: STAS domain"
"Mprrb_Veg.Up"	61	"Mp1g20330"	""	""	""
"Mprrb_Veg.Up"	62	"Mp1g20450"	""	""	"[PTHR31263]: CELLULASE FAMILY PROTEIN (AFU_ORTHOLOGUE AFUA_5G14560);
[PF00150]: Cellulase (glycosyl hydrolase family 5)"
"Mprrb_Veg.Up"	63	"Mp1g21260"	""	""	"[KOG0161]: Myosin class II heavy chain; N-term missing; C-term missing; [Z]"
"Mprrb_Veg.Up"	64	"Mp1g21490"	"MpMurF"	"Mp1g21490 [MpMurF]"	"[PTHR43024]: UDP-N-ACETYLMURAMOYL-TRIPEPTIDE--D-ALANYL-D-ALANINE LIGASE;
[PF02875]: Mur ligase family, glutamate ligase domain;
[PF08245]: Mur ligase middle domain;
[PF01225]: Mur ligase family, catalytic domain"
"Mprrb_Veg.Up"	65	"Mp1g21700"	""	""	"[KOG0231]: Junctional membrane complex protein Junctophilin and related MORN repeat proteins; N-term missing; C-term missing; [R];
[PTHR23084:SF230]: HISTONE H3 K4-SPECIFIC METHYLTRANSFERASE SET7/9 FAMILY PROTEIN;
[PTHR23084]: PHOSPHATIDYLINOSITOL-4-PHOSPHATE 5-KINASE RELATED;
[PF02493]: MORN repeat"
"Mprrb_Veg.Up"	66	"Mp1g21760"	""	""	""
"Mprrb_Veg.Up"	67	"Mp1g21820"	""	""	"[KOG2743]: Cobalamin synthesis protein; [H];
[PTHR13748]: COBW-RELATED;
[PTHR13748:SF59]: COBW DOMAIN-CONTAINING PROTEIN 1-LIKE;
[PF07683]: Cobalamin synthesis protein cobW C-terminal domain;
[PF02492]: CobW/HypB/UreG, nucleotide-binding domain"
"Mprrb_Veg.Up"	68	"Mp1g21900"	""	""	"[K01302]: CPQ; carboxypeptidase Q [EC:3.4.17.-];
[KOG2195]: Transferrin receptor and related proteins containing the protease-associated (PA) domain; C-term missing; [OPR];
[PTHR12053]: PROTEASE FAMILY M28 PLASMA GLUTAMATE CARBOXYPEPTIDASE-RELATED;
[PF04389]: Peptidase family M28"
"Mprrb_Veg.Up"	69	"Mp1g21910"	""	""	"[K15109]: SLC25A20_29, CACT, CACL, CRC1; solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29;
[KOG0758]: Mitochondrial carnitine-acylcarnitine carrier protein; [C];
[PTHR45624:SF15]: CARRIER PROTEIN YMC2, MITOCHONDRIAL-RELATED;
[PTHR45624]: MITOCHONDRIAL BASIC AMINO ACIDS TRANSPORTER-RELATED;
[PF00153]: Mitochondrial carrier protein"
"Mprrb_Veg.Up"	70	"Mp1g21950"	"MpCupin4"	"Mp1g21950 [MpCupin4]"	"[PTHR36440]: PUTATIVE (AFU_ORTHOLOGUE AFUA_8G07350)-RELATED;
[PF07883]: Cupin domain"
"Mprrb_Veg.Up"	71	"Mp1g21960"	""	""	"[PTHR35498:SF4]: PROTEIN LOW PSII ACCUMULATION 1, CHLOROPLASTIC;
[PTHR35498]: PROTEIN LOW PSII ACCUMULATION 1, CHLOROPLASTIC;
[PF07719]: Tetratricopeptide repeat;
[PF11998]: Low psii accumulation1 / Rep27"
"Mprrb_Veg.Up"	72	"Mp1g22130"	""	""	"[K19366]: SPG20; spartin;
[KOG2709]: Uncharacterized conserved protein; N-term missing; [S];
[PTHR21068]: SPARTIN;
[PF06911]: Senescence-associated protein"
"Mprrb_Veg.Up"	73	"Mp1g22360"	""	""	"[PF07367]: Fungal fruit body lectin"
"Mprrb_Veg.Up"	74	"Mp1g22370"	""	""	"[PF07367]: Fungal fruit body lectin"
"Mprrb_Veg.Up"	75	"Mp1g22390"	""	""	"[PF07367]: Fungal fruit body lectin"
"Mprrb_Veg.Up"	76	"Mp1g22600"	""	""	"[PTHR31642]: TRICHOTHECENE 3-O-ACETYLTRANSFERASE;
[PF02458]: Transferase family"
"Mprrb_Veg.Up"	77	"Mp1g22720"	"MpExpansin3"	"Mp1g22720 [MpExpansin3]"	"[PTHR31867:SF2]: EXPANSIN-A7;
[PTHR31867]: EXPANSIN-A15;
[PF03330]: Lytic transglycolase"
"Mprrb_Veg.Up"	78	"Mp1g22730"	"MpExpansin4"	"Mp1g22730 [MpExpansin4]"	"[PTHR31867:SF203]: EXPANSIN-A6;
[PTHR31867]: EXPANSIN-A15;
[PF03330]: Lytic transglycolase;
[PF01357]: Expansin C-terminal domain"
"Mprrb_Veg.Up"	79	"Mp1g23130"	""	""	"[KOG0025]: Zn2+-binding dehydrogenase (nuclear receptor binding factor-1); N-term missing; [KC];
[PTHR48106:SF2]: TRANS-2-ENOYL-COA REDUCTASE, MITOCHONDRIAL;
[PTHR48106]: QUINONE OXIDOREDUCTASE PIG3-RELATED;
[PF00107]: Zinc-binding dehydrogenase"
"Mprrb_Veg.Up"	80	"Mp1g23140"	""	""	"[KOG0025]: Zn2+-binding dehydrogenase (nuclear receptor binding factor-1); C-term missing; [KC];
[KOG1197]: Predicted quinone oxidoreductase; C-term missing; [CR];
[KOG0022]: Alcohol dehydrogenase, class III; C-term missing; [Q];
[PTHR48106:SF2]: TRANS-2-ENOYL-COA REDUCTASE, MITOCHONDRIAL;
[PTHR48106]: QUINONE OXIDOREDUCTASE PIG3-RELATED;
[PF08240]: Alcohol dehydrogenase GroES-like domain"
"Mprrb_Veg.Up"	81	"Mp1g23220"	""	""	""
"Mprrb_Veg.Up"	82	"Mp1g23340"	""	""	"[PTHR34370:SF1]: OS04G0600100 PROTEIN;
[PTHR34370]: OS04G0600100 PROTEIN"
"Mprrb_Veg.Up"	83	"Mp1g24320"	""	""	"[K14423]: SMO1; plant 4,4-dimethylsterol C-4alpha-methyl-monooxygenase [EC:1.14.18.10];
[KOG0873]: C-4 sterol methyl oxidase; [I];
[PTHR11863]: STEROL DESATURASE;
[PTHR11863:SF180]: METHYLSTEROL MONOOXYGENASE 1-1;
[PF04116]: Fatty acid hydroxylase superfamily"
"Mprrb_Veg.Up"	84	"Mp1g24380"	"MpABCG32|MpABC8"	"Mp1g24380 [MpABCG32|MpABC8]"	"[KOG0065]: Pleiotropic drug resistance proteins (PDR1-15), ABC superfamily; [Q];
[PTHR48040]: PLEIOTROPIC DRUG RESISTANCE PROTEIN 1-LIKE ISOFORM X1;
[PTHR48040:SF20]: ABC TRANSPORTER G FAMILY MEMBER 39-LIKE ISOFORM X2;
[PF08370]: Plant PDR ABC transporter associated;
[PF19055]: ABC-2 type transporter;
[PF14510]: ABC-transporter N-terminal;
[PF00005]: ABC transporter;
[PF01061]: ABC-2 type transporter"
"Mprrb_Veg.Up"	85	"Mp1g24390"	"MpExpansin7"	"Mp1g24390 [MpExpansin7]"	"[PTHR31867]: EXPANSIN-A15;
[PF03330]: Lytic transglycolase;
[PF01357]: Expansin C-terminal domain"
"Mprrb_Veg.Up"	86	"Mp1g24650"	""	""	""
"Mprrb_Veg.Up"	87	"Mp1g24690"	""	""	"[K22911]: TH2; thiamine phosphate phosphatase / amino-HMP aminohydrolase [EC:3.1.3.100 3.5.99.-];
[KOG2598]: Phosphomethylpyrimidine kinase; N-term missing; [HK];
[PTHR43198:SF2]: SI:CH1073-67J19.1-RELATED;
[PTHR43198]: BIFUNCTIONAL TH2 PROTEIN;
[PF03070]: TENA/THI-4/PQQC family;
[PF12710]: haloacid dehalogenase-like hydrolase"
"Mprrb_Veg.Up"	88	"Mp1g25140"	"MpSUP"	"Mp1g25140 [MpSUP]"	"[PTHR45801:SF5]: OS07G0101800 PROTEIN;
[PTHR45801]: OS07G0101800 PROTEIN"
"Mprrb_Veg.Up"	89	"Mp1g25220"	"MpLEA-like5"	"Mp1g25220 [MpLEA-like5]"	"[PTHR31234]: LATE EMBRYOGENESIS ABUNDANT (LEA) HYDROXYPROLINE-RICH GLYCOPROTEIN FAMILY;
[PF03168]: Late embryogenesis abundant protein"
"Mprrb_Veg.Up"	90	"Mp1g25240"	"MpABCG21|MpABC9"	"Mp1g25240 [MpABCG21|MpABC9]"	"[KOG0061]: Transporter, ABC superfamily (Breast cancer resistance protein); [Q];
[PTHR48041]: ABC TRANSPORTER G FAMILY MEMBER 28;
[PTHR48041:SF11]: ABC TRANSPORTER G FAMILY MEMBER 2;
[PF19055]: ABC-2 type transporter;
[PF00005]: ABC transporter;
[PF01061]: ABC-2 type transporter"
"Mprrb_Veg.Up"	91	"Mp1g25410"	"MpKAOL2"	"Mp1g25410 [MpKAOL2]"	"[K04123]: KAO; ent-kaurenoic acid monooxygenase [EC:1.14.14.107];
[KOG0157]: Cytochrome P450 CYP4/CYP19/CYP26 subfamilies; [QI];
[PTHR24286]: CYTOCHROME P450 26;
[PTHR24286:SF12]: CYTOCHROME P450 FAMILY PROTEIN, EXPRESSED;
[PF00067]: Cytochrome P450"
"Mprrb_Veg.Up"	92	"Mp1g25540"	""	""	""
"Mprrb_Veg.Up"	93	"Mp1g25550"	""	""	""
"Mprrb_Veg.Up"	94	"Mp1g25570"	"MpATG10"	"Mp1g25570 [MpATG10]"	"[K17888]: ATG10L, ATG10; ubiquitin-like-conjugating enzyme ATG10;
[KOG4741]: Uncharacterized conserved protein; N-term missing; [S];
[PTHR12866]: UBIQUITIN-LIKE-CONJUGATING ENZYME ATG3;
[PTHR12866:SF5]: AUTOPHAGY-RELATED 10, ISOFORM B;
[PF03987]: Autophagocytosis associated protein, active-site domain"
"Mprrb_Veg.Up"	95	"Mp1g25750"	""	""	"[K24195]: XPR1, PHO1; xenotropic and polytropic retrovirus receptor 1;
[KOG1162]: Predicted small molecule transporter; [U];
[PTHR10783]: XENOTROPIC AND POLYTROPIC RETROVIRUS RECEPTOR 1-RELATED;
[PTHR10783:SF103]: PHOSPHATE TRANSPORTER PHO1;
[PF03124]: EXS family;
[PF03105]: SPX domain"
"Mprrb_Veg.Up"	96	"Mp1g25840"	""	""	"[KOG1231]: Proteins containing the FAD binding domain; C-term missing; [C];
[PTHR42973]: BINDING OXIDOREDUCTASE, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G17690)-RELATED;
[PTHR42973:SF39]: BINDING OXIDOREDUCTASE, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G17690)-RELATED;
[PF08031]: Berberine and berberine like;
[PF01565]: FAD binding domain"
"Mprrb_Veg.Up"	97	"Mp1g25860"	""	""	"[KOG4441]: Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes; N-term missing; [TR];
[PTHR46344]: OS02G0202900 PROTEIN;
[PF01344]: Kelch motif"
"Mprrb_Veg.Up"	98	"Mp1g25960"	""	""	""
"Mprrb_Veg.Up"	99	"Mp1g26230"	""	""	"[KOG2920]: Predicted methyltransferase; [R];
[PTHR14614:SF43]: OS09G0514300 PROTEIN;
[PTHR14614]: HEPATOCELLULAR CARCINOMA-ASSOCIATED ANTIGEN;
[PF13489]: Methyltransferase domain"
"Mprrb_Veg.Up"	100	"Mp1g26490"	""	""	""
"Mprrb_Veg.Up"	101	"Mp1g27970"	"MpSAUR9"	"Mp1g27970 [MpSAUR9]"	"[PF02519]: Auxin responsive protein"
"Mprrb_Veg.Up"	102	"Mp1g28210"	""	""	"[PTHR31549]: PROTEIN, PUTATIVE (DUF247)-RELATED-RELATED;
[PF03140]: Plant protein of unknown function"
"Mprrb_Veg.Up"	103	"Mp1g28780"	""	""	"[K00103]: GULO; L-gulonolactone oxidase [EC:1.1.3.8];
[KOG4730]: D-arabinono-1, 4-lactone oxidase; [V];
[PTHR43762]: L-GULONOLACTONE OXIDASE;
[PF01565]: FAD binding domain"
"Mprrb_Veg.Up"	104	"Mp1g28820"	""	""	"[K00103]: GULO; L-gulonolactone oxidase [EC:1.1.3.8];
[KOG4730]: D-arabinono-1, 4-lactone oxidase; [V];
[PTHR43762]: L-GULONOLACTONE OXIDASE;
[PF01565]: FAD binding domain"
"Mprrb_Veg.Up"	105	"Mp1g28950"	""	""	"[K13065]: E2.3.1.133, HCT; shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133];
[PTHR31642]: TRICHOTHECENE 3-O-ACETYLTRANSFERASE;
[PTHR31642:SF11]: SHIKIMATE O-HYDROXYCINNAMOYLTRANSFERASE;
[PF02458]: Transferase family"
"Mprrb_Veg.Up"	106	"Mp1g29040"	""	""	"[K09872]: PIP; aquaporin PIP;
[KOG0223]: Aquaporin (major intrinsic protein family); [G];
[PTHR45687]: AQUAPORIN OR AQUAGLYCEROPORIN RELATED;
[PTHR45687:SF8]: PLASMA MEMBRANE AQUAPORIN;
[PF00230]: Major intrinsic protein"
"Mprrb_Veg.Up"	107	"Mp1g29100"	""	""	"[K00522]: FTH1; ferritin heavy chain [EC:1.16.3.2];
[KOG2332]: Ferritin; [P];
[PTHR11431]: FERRITIN;
[PTHR11431:SF85]: FERRITIN;
[PF00210]: Ferritin-like domain"
